lcl|NC_015762.1_mrna_XM_012316519.2_1	LOC100649911
lcl|NC_015775.1_mrna_XM_012316414.1_18227	LOC100647673
lcl|NC_015775.1_mrna_XM_012316413.2_18228	LOC100647673
lcl|NC_015775.1_mrna_XM_012316411.2_18229	LOC100643177
lcl|NC_015775.1_mrna_XM_012316416.2_18230	LOC100651298
lcl|NC_015775.1_mrna_XM_012316417.1_18231	LOC100651298
lcl|NC_015775.1_mrna_XM_020866537.1_18232	LOC100651298
lcl|NC_015775.1_mrna_XM_003400848.3_18233	LOC100651464
lcl|NC_015775.1_mrna_XM_012316418.1_18234	LOC100643136
lcl|NC_015775.1_mrna_XM_012316419.2_18235	LOC105666481
lcl|NC_015775.1_mrna_XM_020866538.1_18236	LOC100648113
lcl|NC_015775.1_mrna_XM_003400709.3_18237	LOC100643712
lcl|NC_015775.1_mrna_XM_020866392.1_18238	LOC100648226
lcl|NC_015775.1_mrna_XM_012316422.2_18239	LOC100648226
lcl|NC_015775.1_mrna_XM_020866393.1_18240	LOC100648226
lcl|NC_015775.1_mrna_XM_020866394.1_18241	LOC100648226
lcl|NC_015775.1_mrna_XM_020866395.1_18242	LOC100648226
lcl|NC_015775.1_mrna_XM_003400717.3_18243	LOC100644657
lcl|NC_015775.1_mrna_XM_003400646.3_18244	LOC100646559
lcl|NC_015775.1_ncrna_XR_001099320.2_18245	LOC105666483
lcl|NC_015775.1_mrna_XM_003400707.3_18246	LOC100643421
lcl|NC_015775.1_mrna_XM_012316424.2_18247	LOC100643298
lcl|NC_015775.1_miscrna_XR_001099319.2_18248	LOC100643298
lcl|NC_015775.1_mrna_XM_012316423.2_18249	LOC105666482
lcl|NC_015775.1_mrna_XM_012316425.2_18250	LOC105666484
lcl|NC_015775.1_mrna_XM_012316428.2_18251	LOC100648458
lcl|NC_015775.1_mrna_XM_012316426.2_18252	LOC100648458
lcl|NC_015775.1_mrna_XM_003400858.3_18253	LOC100642585
lcl|NC_015775.1_mrna_XM_012316429.2_18254	LOC100650662
lcl|NC_015775.1_ncrna_XR_002308401.1_18255	LOC110119877
lcl|NC_015775.1_mrna_XM_003400823.3_18256	LOC100648574
lcl|NC_015775.1_mrna_XM_020866572.1_18257	LOC105666485
lcl|NC_015775.1_mrna_XM_003400749.3_18258	LOC100649001
lcl|NC_015775.1_ncrna_XR_002308400.1_18259	LOC110119876
lcl|NC_015775.1_mrna_XM_012316432.2_18260	LOC100649235
lcl|NC_015775.1_mrna_XM_003400750.3_18261	LOC100649117
lcl|NC_015775.1_mrna_XM_020866451.1_18262	LOC100649354
lcl|NC_015775.1_mrna_XM_012316434.2_18263	LOC100649354
lcl|NC_015775.1_mrna_XM_003400753.3_18264	LOC100649474
lcl|NC_015775.1_mrna_XM_012316436.2_18265	LOC100649598
lcl|NC_015775.1_mrna_XM_012316437.2_18266	LOC100649598
lcl|NC_015775.1_mrna_XM_012316435.2_18267	LOC100649712
lcl|NC_015775.1_mrna_XM_020866450.1_18268	LOC100649828
lcl|NC_015775.1_mrna_XM_003400757.3_18269	LOC100649946
lcl|NC_015775.1_ncrna_XR_002308358.1_18270	LOC110119848
lcl|NC_015775.1_mrna_XM_012316446.2_18271	LOC100648801
lcl|NC_015775.1_mrna_XM_012316444.2_18272	LOC100648801
lcl|NC_015775.1_ncrna_XR_002308360.1_18273	LOC110119849
lcl|NC_015775.1_ncrna_XR_002308359.1_18274	LOC110119849
lcl|NC_015775.1_mrna_XM_020866453.1_18275	LOC100648801
lcl|NC_015775.1_mrna_XM_012316443.2_18276	LOC100648801
lcl|NC_015775.1_mrna_XM_020866452.1_18277	LOC100648801
lcl|NC_015775.1_ncrna_XR_001099323.2_18278	LOC100650175
lcl|NC_015775.1_ncrna_XR_001099324.2_18279	LOC100650175
lcl|NC_015775.1_ncrna_XR_001099322.2_18280	LOC100650175
lcl|NC_015775.1_ncrna_XR_002308357.1_18281	LOC100650175
lcl|NC_015775.1_mrna_XM_012316442.2_18282	LOC100648801
lcl|NC_015775.1_mrna_XM_020866454.1_18283	LOC100648801
lcl|NC_015775.1_mrna_XM_012316445.2_18284	LOC100648801
lcl|NC_015775.1_mrna_XM_012316447.2_18285	LOC100648801
lcl|NC_015775.1_mrna_XM_012316439.2_18286	LOC100648801
lcl|NC_015775.1_mrna_XM_003400825.3_18287	LOC100648801
lcl|NC_015775.1_mrna_XM_012316441.2_18288	LOC100648801
lcl|NC_015775.1_ncrna_XR_001099321.1_18289	LOC105666486
lcl|NC_015775.1_mrna_XM_012316450.2_18290	LOC100650056
lcl|NC_015775.1_mrna_XM_012316448.2_18291	LOC100650056
lcl|NC_015775.1_mrna_XM_003400758.3_18292	LOC100650056
lcl|NC_015775.1_mrna_XM_012316449.2_18293	LOC100650056
lcl|NC_015775.1_mrna_XM_003400760.3_18294	LOC100650377
lcl|NC_015775.1_mrna_XM_003400759.3_18295	LOC100650255
lcl|NC_015775.1_mrna_XM_012316452.2_18296	LOC100648913
lcl|NC_015775.1_ncrna_XR_002308330.1_18297	LOC110119832
lcl|NC_015775.1_ncrna_XR_001099326.2_18298	LOC105666487
lcl|NC_015775.1_ncrna_XR_002308385.1_18299	LOC105666487
lcl|NC_015775.1_ncrna_XR_002308384.1_18300	LOC105666487
lcl|NC_015775.1_ncrna_XR_002308383.1_18301	LOC105666487
lcl|NC_015775.1_ncrna_XR_002308387.1_18302	LOC110119864
lcl|NC_015775.1_ncrna_XR_002308386.1_18303	LOC105666488
lcl|NC_015775.1_ncrna_XR_001099327.2_18304	LOC105666488
lcl|NC_015775.1_ncrna_XR_002308369.1_18305	LOC110119855
lcl|NC_015775.1_ncrna_XR_002308344.1_18306	LOC105666489
lcl|NC_015775.1_ncrna_XR_001099328.2_18307	LOC105666489
lcl|NC_015775.1_mrna_XM_012316453.2_18308	LOC100650501
lcl|NC_015775.1_mrna_XM_003400762.3_18309	LOC100650619
lcl|NC_015775.1_mrna_XM_012316456.2_18310	LOC100650743
lcl|NC_015775.1_mrna_XM_012316455.2_18311	LOC100650743
lcl|NC_015775.1_mrna_XM_012316454.2_18312	LOC100650743
lcl|NC_015775.1_mrna_XM_012316462.2_18313	LOC100650743
lcl|NC_015775.1_mrna_XM_012316461.2_18314	LOC100650743
lcl|NC_015775.1_mrna_XM_003400763.3_18315	LOC100650743
lcl|NC_015775.1_mrna_XM_012316459.2_18316	LOC100650743
lcl|NC_015775.1_mrna_XM_012316458.2_18317	LOC100650743
lcl|NC_015775.1_mrna_XM_012316457.2_18318	LOC100650743
lcl|NC_015775.1_mrna_XM_020866388.1_18319	LOC100650743
lcl|NC_015775.1_mrna_XM_012316460.2_18320	LOC100650743
lcl|NC_015775.1_mrna_XM_012316463.2_18321	LOC100650743
lcl|NC_015775.1_mrna_XM_020866387.1_18322	LOC100650743
lcl|NC_015775.1_mrna_XM_003400764.3_18323	LOC100650861
lcl|NC_015775.1_mrna_XM_003400765.3_18324	LOC100650980
lcl|NC_015775.1_mrna_XM_012316464.2_18325	LOC100651100
lcl|NC_015775.1_mrna_XM_003400766.3_18326	LOC100651100
lcl|NC_015775.1_trna_18327	TRNAI-UAU
lcl|NC_015775.1_mrna_XM_003400767.3_18328	LOC100651222
lcl|NC_015775.1_mrna_XM_012316476.2_18329	LOC100651463
lcl|NC_015775.1_mrna_XM_003400769.3_18330	LOC100651463
lcl|NC_015775.1_ncrna_XR_001099329.2_18331	LOC105666490
lcl|NC_015775.1_mrna_XM_012316472.2_18332	LOC100651344
lcl|NC_015775.1_mrna_XM_012316474.2_18333	LOC100649032
lcl|NC_015775.1_mrna_XM_020866578.1_18334	LOC110119878
lcl|NC_015775.1_mrna_XM_012316465.2_18335	LOC100651344
lcl|NC_015775.1_mrna_XM_012316466.2_18336	LOC100651344
lcl|NC_015775.1_mrna_XM_012316468.2_18337	LOC100651344
lcl|NC_015775.1_mrna_XM_012316467.2_18338	LOC100651344
lcl|NC_015775.1_mrna_XM_020866619.1_18339	LOC100651776
lcl|NC_015775.1_mrna_XM_003400770.3_18340	LOC100651776
lcl|NC_015775.1_mrna_XM_020866616.1_18341	LOC100651897
lcl|NC_015775.1_mrna_XM_012316481.2_18342	LOC100651897
lcl|NC_015775.1_mrna_XM_012316478.2_18343	LOC100651897
lcl|NC_015775.1_mrna_XM_020866615.1_18344	LOC100651897
lcl|NC_015775.1_mrna_XM_012316480.2_18345	LOC100651897
lcl|NC_015775.1_mrna_XM_020866612.1_18346	LOC100651897
lcl|NC_015775.1_mrna_XM_020866614.1_18347	LOC100651897
lcl|NC_015775.1_mrna_XM_020866613.1_18348	LOC100651897
lcl|NC_015775.1_mrna_XM_012316477.2_18349	LOC100651897
lcl|NC_015775.1_mrna_XM_020866611.1_18350	LOC100651897
lcl|NC_015775.1_mrna_XM_020866617.1_18351	LOC100651897
lcl|NC_015775.1_mrna_XM_012316483.2_18352	LOC100651897
lcl|NC_015775.1_mrna_XM_020866618.1_18353	LOC100651897
lcl|NC_015775.1_mrna_XM_012316482.2_18354	LOC100651897
lcl|NC_015775.1_mrna_XM_020866503.1_18355	LOC100652017
lcl|NC_015775.1_mrna_XM_020866502.1_18356	LOC100652017
lcl|NC_015775.1_mrna_XM_003400774.3_18357	LOC100652255
lcl|NC_015775.1_mrna_XM_003400776.3_18358	LOC100642301
lcl|NC_015775.1_mrna_XM_020866478.1_18359	LOC100642419
lcl|NC_015775.1_mrna_XM_020866473.1_18360	LOC100642419
lcl|NC_015775.1_mrna_XM_020866474.1_18361	LOC100642419
lcl|NC_015775.1_mrna_XM_020866477.1_18362	LOC100642419
lcl|NC_015775.1_mrna_XM_020866476.1_18363	LOC100642419
lcl|NC_015775.1_mrna_XM_020866475.1_18364	LOC100642419
lcl|NC_015775.1_mrna_XM_003400778.3_18365	LOC100642537
lcl|NC_015775.1_miscrna_XR_002308389.1_18366	LOC100649272
lcl|NC_015775.1_mrna_XM_012316486.1_18367	LOC100649272
lcl|NC_015775.1_mrna_XM_020866512.1_18368	LOC100649272
lcl|NC_015775.1_ncrna_XR_002308390.1_18369	LOC110119176
lcl|NC_015775.1_ncrna_XR_002308411.1_18370	LOC110119892
lcl|NC_015775.1_mrna_XM_003400779.3_18371	LOC100642659
lcl|NC_015775.1_mrna_XM_003400780.3_18372	LOC100642659
lcl|NC_015775.1_mrna_XM_012316487.2_18373	LOC100642659
lcl|NC_015775.1_mrna_XM_020866629.1_18374	LOC100642659
lcl|NC_015775.1_mrna_XM_003400782.3_18375	LOC100642939
lcl|NC_015775.1_mrna_XM_012316488.1_18376	LOC100643058
lcl|NC_015775.1_mrna_XM_003400783.3_18377	LOC100643058
lcl|NC_015775.1_mrna_XM_012316489.2_18378	LOC100643058
lcl|NC_015775.1_mrna_XM_003400785.3_18379	LOC100643299
lcl|NC_015775.1_mrna_XM_012316490.2_18380	LOC100643299
lcl|NC_015775.1_mrna_XM_003400784.3_18381	LOC100643176
lcl|NC_015775.1_mrna_XM_012316492.2_18382	LOC100643176
lcl|NC_015775.1_mrna_XM_012316493.2_18383	LOC100643176
lcl|NC_015775.1_mrna_XM_012316495.2_18384	LOC100643743
lcl|NC_015775.1_miscrna_XR_002308343.1_18385	LOC100643743
lcl|NC_015775.1_mrna_XM_012316496.2_18386	LOC100649391
lcl|NC_015775.1_miscrna_XR_002308342.1_18387	LOC100643626
lcl|NC_015775.1_miscrna_XR_001099330.2_18388	LOC100643626
lcl|NC_015775.1_miscrna_XR_002308341.1_18389	LOC100643626
lcl|NC_015775.1_miscrna_XR_002308340.1_18390	LOC100643626
lcl|NC_015775.1_miscrna_XR_002308339.1_18391	LOC100643626
lcl|NC_015775.1_mrna_XM_003400788.3_18392	LOC100643626
lcl|NC_015775.1_mrna_XM_020866384.1_18393	LOC100643626
lcl|NC_015775.1_mrna_XM_003400790.3_18394	LOC100643861
lcl|NC_015775.1_mrna_XM_003400791.3_18395	LOC100643985
lcl|NC_015775.1_mrna_XM_012316498.2_18396	LOC100644103
lcl|NC_015775.1_mrna_XM_012316501.2_18397	LOC100644103
lcl|NC_015775.1_mrna_XM_012316499.2_18398	LOC100644103
lcl|NC_015775.1_mrna_XM_020866398.1_18399	LOC100644103
lcl|NC_015775.1_mrna_XM_020866399.1_18400	LOC100644103
lcl|NC_015775.1_mrna_XM_012316497.2_18401	LOC100644224
lcl|NC_015775.1_mrna_XM_020866400.1_18402	LOC100644224
lcl|NC_015775.1_mrna_XM_020866596.1_18403	LOC100649513
lcl|NC_015775.1_mrna_XM_003400832.3_18404	LOC100649637
lcl|NC_015775.1_mrna_XM_012316502.2_18405	LOC100644459
lcl|NC_015775.1_mrna_XM_020866597.1_18406	LOC110119885
lcl|NC_015775.1_mrna_XM_012316504.2_18407	LOC100644578
lcl|NC_015775.1_mrna_XM_012316503.2_18408	LOC100644578
lcl|NC_015775.1_mrna_XM_012316506.2_18409	LOC100644578
lcl|NC_015775.1_mrna_XM_012316507.2_18410	LOC100644578
lcl|NC_015775.1_mrna_XM_012316505.2_18411	LOC100644578
lcl|NC_015775.1_ncrna_XR_132264.3_18412	LOC100644696
lcl|NC_015775.1_ncrna_XR_002308412.1_18413	LOC110119893
lcl|NC_015775.1_ncrna_XR_001099331.2_18414	LOC105666491
lcl|NC_015775.1_mrna_XM_012316508.2_18415	LOC100644781
lcl|NC_015775.1_ncrna_XR_002308351.1_18416	LOC110119845
lcl|NC_015775.1_mrna_XM_003400796.3_18417	LOC100644907
lcl|NC_015775.1_mrna_XM_003400797.3_18418	LOC100645026
lcl|NC_015775.1_mrna_XM_020866332.1_18419	LOC100645139
lcl|NC_015775.1_mrna_XM_003400798.3_18420	LOC100645262
lcl|NC_015775.1_mrna_XM_020866333.1_18421	LOC100645262
lcl|NC_015775.1_mrna_XM_020866486.1_18422	LOC110119175
lcl|NC_015775.1_mrna_XM_003400799.3_18423	LOC100645387
lcl|NC_015775.1_mrna_XM_020866487.1_18424	LOC110119859
lcl|NC_015775.1_mrna_XM_003400802.3_18425	LOC100645730
lcl|NC_015775.1_mrna_XM_003400801.3_18426	LOC100645608
lcl|NC_015775.1_mrna_XM_012316514.2_18427	LOC100645387
lcl|NC_015775.1_mrna_XM_012316517.2_18428	LOC100645387
lcl|NC_015775.1_mrna_XM_012316515.2_18429	LOC100645387
lcl|NC_015775.1_mrna_XM_012316516.2_18430	LOC100645387
lcl|NC_015775.1_mrna_XM_012316512.2_18431	LOC105666492
lcl|NC_015775.1_mrna_XM_012316513.2_18432	LOC105666492
lcl|NC_015775.1_mrna_XM_020866598.1_18433	LOC100649746
lcl|NC_015775.1_mrna_XM_020866488.1_18434	LOC110119860
lcl|NC_015775.1_mrna_XM_003400803.3_18435	LOC100645849
lcl|NC_015775.1_mrna_XM_003400834.3_18436	LOC100649857
lcl|NC_015775.1_ncrna_XR_002308376.1_18437	LOC110119861
lcl|NC_015775.1_mrna_XM_003400805.3_18438	LOC100646078
lcl|NC_015775.1_ncrna_XR_001099334.2_18439	LOC105666494
lcl|NC_015775.1_mrna_XM_012316530.1_18440	LOC105666497
lcl|NC_015775.1_mrna_XM_012316531.1_18441	LOC105666498
lcl|NC_015775.1_mrna_XM_012316596.1_18442	LOC105666506
lcl|NC_015775.1_mrna_XM_012316597.1_18443	LOC105666507
lcl|NC_015775.1_mrna_XM_012316598.1_18444	LOC105666508
lcl|NC_015775.1_mrna_XM_012316599.1_18445	LOC105666509
lcl|NC_015775.1_mrna_XM_003400903.2_18446	LOC100647944
lcl|NC_015775.1_ncrna_XR_001099337.1_18447	LOC105666500
lcl|NC_015775.1_mrna_XM_003400887.3_18448	LOC100646038
lcl|NC_015775.1_trna_18449	TRNAT-UGU
lcl|NC_015775.1_mrna_XM_003400870.3_18450	LOC100643955
lcl|NC_015775.1_ncrna_XR_001099336.1_18451	LOC105666499
lcl|NC_015775.1_ncrna_XR_002308329.1_18452	LOC105666499
lcl|NC_015775.1_mrna_XM_012316532.2_18453	LOC100643955
lcl|NC_015775.1_mrna_XM_003400885.3_18454	LOC100645810
lcl|NC_015775.1_mrna_XM_003400882.3_18455	LOC100645466
lcl|NC_015775.1_mrna_XM_020866504.1_18456	LOC100645466
lcl|NC_015775.1_mrna_XM_003400886.3_18457	LOC100645925
lcl|NC_015775.1_mrna_XM_020866385.1_18458	LOC100649671
lcl|NC_015775.1_mrna_XM_020866386.1_18459	LOC100646156
lcl|NC_015775.1_mrna_XM_003400883.3_18460	LOC100645575
lcl|NC_015775.1_mrna_XM_012316533.2_18461	LOC100645220
lcl|NC_015775.1_mrna_XM_003400880.3_18462	LOC100645220
lcl|NC_015775.1_mrna_XM_003400896.3_18463	LOC100647119
lcl|NC_015775.1_mrna_XM_020866435.1_18464	LOC100648299
lcl|NC_015775.1_mrna_XM_012316535.2_18465	LOC100644269
lcl|NC_015775.1_mrna_XM_012316534.2_18466	LOC100644269
lcl|NC_015775.1_miscrna_XR_001099338.2_18467	LOC100644269
lcl|NC_015775.1_mrna_XM_012316536.2_18468	LOC100645691
lcl|NC_015775.1_mrna_XM_003400884.3_18469	LOC100645691
lcl|NC_015775.1_mrna_XM_012316537.2_18470	LOC100645691
lcl|NC_015775.1_ncrna_XR_002308355.1_18471	LOC105666501
lcl|NC_015775.1_ncrna_XR_002308356.1_18472	LOC105666501
lcl|NC_015775.1_ncrna_XR_002308354.1_18473	LOC105666501
lcl|NC_015775.1_ncrna_XR_001099340.2_18474	LOC105666501
lcl|NC_015775.1_mrna_XM_012316539.2_18475	LOC100646270
lcl|NC_015775.1_mrna_XM_003400889.3_18476	LOC100646270
lcl|NC_015775.1_mrna_XM_012316540.2_18477	LOC100646270
lcl|NC_015775.1_mrna_XM_020866334.1_18478	LOC100646270
lcl|NC_015775.1_ncrna_XR_002308331.1_18479	LOC105666502
lcl|NC_015775.1_mrna_XM_012316538.2_18480	LOC100646390
lcl|NC_015775.1_mrna_XM_020866714.1_18481	LOC100646517
lcl|NC_015775.1_mrna_XM_012316543.2_18482	LOC100646878
lcl|NC_015775.1_mrna_XM_020866713.1_18483	LOC100646878
lcl|NC_015775.1_mrna_XM_012316542.2_18484	LOC100646517
lcl|NC_015775.1_mrna_XM_003400893.3_18485	LOC100646755
lcl|NC_015775.1_mrna_XM_020866712.1_18486	LOC100646998
lcl|NC_015775.1_mrna_XM_003400892.3_18487	LOC100646635
lcl|NC_015775.1_mrna_XM_020866711.1_18488	LOC100646998
lcl|NC_015775.1_mrna_XM_003400895.3_18489	LOC100646998
lcl|NC_015775.1_mrna_XM_012316547.2_18490	LOC100646998
lcl|NC_015775.1_mrna_XM_003400874.3_18491	LOC100644500
lcl|NC_015775.1_mrna_XM_012316546.2_18492	LOC100647238
lcl|NC_015775.1_mrna_XM_012316545.2_18493	LOC100644621
lcl|NC_015775.1_mrna_XM_020866715.1_18494	LOC100647356
lcl|NC_015775.1_mrna_XM_003400898.3_18495	LOC100647356
lcl|NC_015775.1_mrna_XM_003400876.3_18496	LOC100644739
lcl|NC_015775.1_mrna_XM_003400899.3_18497	LOC100647478
lcl|NC_015775.1_mrna_XM_012316549.2_18498	LOC100647822
lcl|NC_015775.1_mrna_XM_012316548.2_18499	LOC100647822
lcl|NC_015775.1_mrna_XM_012316550.2_18500	LOC100647594
lcl|NC_015775.1_mrna_XM_012316552.2_18501	LOC100647707
lcl|NC_015775.1_mrna_XM_012316551.2_18502	LOC100647707
lcl|NC_015775.1_mrna_XM_003400904.3_18503	LOC100648072
lcl|NC_015775.1_mrna_XM_012316602.2_18504	LOC105666510
lcl|NC_015775.1_mrna_XM_012316554.2_18505	LOC105665609
lcl|NC_015775.1_mrna_XM_020866646.1_18506	LOC105665609
lcl|NC_015775.1_mrna_XM_020866647.1_18507	LOC105665609
lcl|NC_015775.1_mrna_XM_020866648.1_18508	LOC105665609
lcl|NC_015775.1_miscrna_XR_002308413.1_18509	LOC100648185
lcl|NC_015775.1_mrna_XM_012316557.2_18510	LOC100648185
lcl|NC_015775.1_mrna_XM_020866649.1_18511	LOC100648185
lcl|NC_015775.1_miscrna_XR_001099344.2_18512	LOC100648185
lcl|NC_015775.1_miscrna_XR_001099342.2_18513	LOC100648185
lcl|NC_015775.1_mrna_XM_012316555.2_18514	LOC100648185
lcl|NC_015775.1_mrna_XM_012316558.2_18515	LOC100648185
lcl|NC_015775.1_mrna_XM_012316556.2_18516	LOC100648185
lcl|NC_015775.1_miscrna_XR_002308414.1_18517	LOC100648185
lcl|NC_015775.1_miscrna_XR_002308415.1_18518	LOC100648185
lcl|NC_015775.1_mrna_XM_020866650.1_18519	LOC100648185
lcl|NC_015775.1_miscrna_XR_001099345.2_18520	LOC100648185
lcl|NC_015775.1_mrna_XM_012316559.2_18521	LOC100648185
lcl|NC_015775.1_mrna_XM_012316564.2_18522	LOC100648185
lcl|NC_015775.1_mrna_XM_012316561.2_18523	LOC100648185
lcl|NC_015775.1_mrna_XM_012316562.2_18524	LOC100648185
lcl|NC_015775.1_mrna_XM_012316563.2_18525	LOC100648185
lcl|NC_015775.1_mrna_XM_003400907.3_18526	LOC100648416
lcl|NC_015775.1_mrna_XM_012316565.2_18527	LOC100648416
lcl|NC_015775.1_mrna_XM_020866521.1_18528	LOC100648535
lcl|NC_015775.1_mrna_XM_020866522.1_18529	LOC110119870
lcl|NC_015775.1_mrna_XM_003400908.3_18530	LOC100631065
lcl|NC_015775.1_mrna_XM_012316567.1_18531	LOC100644863
lcl|NC_015775.1_mrna_XM_012316569.2_18532	LOC100644863
lcl|NC_015775.1_mrna_XM_012316570.2_18533	LOC100644863
lcl|NC_015775.1_mrna_XM_012316568.2_18534	LOC100644863
lcl|NC_015775.1_mrna_XM_003400910.3_18535	LOC100648914
lcl|NC_015775.1_mrna_XM_003400912.3_18536	LOC100649151
lcl|NC_015775.1_mrna_XM_012316571.2_18537	LOC100649033
lcl|NC_015775.1_mrna_XM_020866524.1_18538	LOC100649033
lcl|NC_015775.1_mrna_XM_020866523.1_18539	LOC100649033
lcl|NC_015775.1_mrna_XM_020866526.1_18540	LOC100649033
lcl|NC_015775.1_mrna_XM_012316572.2_18541	LOC100649033
lcl|NC_015775.1_mrna_XM_020866528.1_18542	LOC100649033
lcl|NC_015775.1_mrna_XM_020866525.1_18543	LOC100649033
lcl|NC_015775.1_mrna_XM_020866527.1_18544	LOC100649033
lcl|NC_015775.1_mrna_XM_020866529.1_18545	LOC100649033
lcl|NC_015775.1_mrna_XM_020866530.1_18546	LOC100649033
lcl|NC_015775.1_mrna_XM_020866532.1_18547	LOC100649033
lcl|NC_015775.1_mrna_XM_020866533.1_18548	LOC100649033
lcl|NC_015775.1_mrna_XM_020866531.1_18549	LOC100649033
lcl|NC_015775.1_mrna_XM_012316576.1_18550	LOC100649033
lcl|NC_015775.1_mrna_XM_003400915.3_18551	LOC100649475
lcl|NC_015775.1_mrna_XM_012316578.2_18552	LOC100649273
lcl|NC_015775.1_mrna_XM_003400913.3_18553	LOC100649273
lcl|NC_015775.1_mrna_XM_003400917.3_18554	LOC100649784
lcl|NC_015775.1_mrna_XM_012316582.2_18555	LOC100644980
lcl|NC_015775.1_mrna_XM_012316581.2_18556	LOC100644980
lcl|NC_015775.1_mrna_XM_020866694.1_18557	LOC100644980
lcl|NC_015775.1_mrna_XM_012316579.2_18558	LOC100649898
lcl|NC_015775.1_mrna_XM_020866695.1_18559	LOC110119900
lcl|NC_015775.1_mrna_XM_012316583.2_18560	LOC100645100
lcl|NC_015775.1_mrna_XM_003400879.3_18561	LOC100645100
lcl|NC_015775.1_mrna_XM_003400920.3_18562	LOC100650013
lcl|NC_015775.1_mrna_XM_003400919.3_18563	LOC100650013
lcl|NC_015775.1_mrna_XM_020866599.1_18564	LOC105666504
lcl|NC_015775.1_mrna_XM_012316585.2_18565	LOC100645347
lcl|NC_015775.1_mrna_XM_012316586.2_18566	LOC100645347
lcl|NC_015775.1_mrna_XM_003400921.3_18567	LOC100650220
lcl|NC_015775.1_mrna_XM_012316589.2_18568	LOC100650220
lcl|NC_015775.1_mrna_XM_012316590.2_18569	LOC100650220
lcl|NC_015775.1_mrna_XM_012316591.2_18570	LOC100650220
lcl|NC_015775.1_mrna_XM_012316594.2_18571	LOC105666505
lcl|NC_015775.1_mrna_XM_003400863.3_18572	LOC100643300
lcl|NC_015775.1_mrna_XM_020866428.1_18573	LOC100643300
lcl|NC_015775.1_mrna_XM_003400868.3_18574	LOC100643828
lcl|NC_015775.1_mrna_XM_020866600.1_18575	LOC100643423
lcl|NC_015775.1_mrna_XM_020866703.1_18576	LOC100644148
lcl|NC_015775.1_mrna_XM_020866701.1_18577	LOC100644148
lcl|NC_015775.1_mrna_XM_020866704.1_18578	LOC100644148
lcl|NC_015775.1_mrna_XM_020866705.1_18579	LOC100644148
lcl|NC_015775.1_mrna_XM_012316595.2_18580	LOC100644148
lcl|NC_015775.1_mrna_XM_020866698.1_18581	LOC100644148
lcl|NC_015775.1_mrna_XM_020866699.1_18582	LOC100644148
lcl|NC_015775.1_mrna_XM_020866700.1_18583	LOC100644148
lcl|NC_015775.1_mrna_XM_020866702.1_18584	LOC100644148
lcl|NC_015775.1_mrna_XM_020866706.1_18585	LOC100644148
lcl|NC_015776.1_mrna_XM_020867147.1_18586	LOC100651733
lcl|NC_015776.1_mrna_XM_020867146.1_18587	LOC100651733
lcl|NC_015776.1_mrna_XM_003400934.3_18588	LOC100651854
lcl|NC_015776.1_mrna_XM_012316604.2_18589	LOC100650787
lcl|NC_015776.1_mrna_XM_012316606.2_18590	LOC105666512
lcl|NC_015776.1_mrna_XM_003400936.3_18591	LOC100652056
lcl|NC_015776.1_mrna_XM_012316608.1_18592	LOC100650902
lcl|NC_015776.1_mrna_XM_012316609.1_18593	LOC100650902
lcl|NC_015776.1_mrna_XM_012316610.1_18594	LOC100650902
lcl|NC_015776.1_mrna_XM_003400937.3_18595	LOC100652257
lcl|NC_015776.1_mrna_XM_012316611.2_18596	LOC100651019
lcl|NC_015776.1_mrna_XM_012316614.2_18597	LOC105666513
lcl|NC_015776.1_mrna_XM_020867078.1_18598	LOC100651019
lcl|NC_015776.1_mrna_XM_020867079.1_18599	LOC100651019
lcl|NC_015776.1_mrna_XM_012316613.2_18600	LOC100651019
lcl|NC_015776.1_mrna_XM_020867082.1_18601	LOC105666514
lcl|NC_015776.1_mrna_XM_020867081.1_18602	LOC105666514
lcl|NC_015776.1_mrna_XM_003400938.2_18603	LOC100642302
lcl|NC_015776.1_mrna_XM_003400939.2_18604	LOC100642420
lcl|NC_015776.1_mrna_XM_012316623.2_18605	LOC105666516
lcl|NC_015776.1_mrna_XM_020866902.1_18606	LOC105666516
lcl|NC_015776.1_mrna_XM_020866903.1_18607	LOC100651140
lcl|NC_015776.1_mrna_XM_020866904.1_18608	LOC100651140
lcl|NC_015776.1_mrna_XM_003400929.1_18609	LOC100651263
lcl|NC_015776.1_mrna_XM_020866933.1_18610	LOC100651385
lcl|NC_015776.1_mrna_XM_012316618.2_18611	LOC105666515
lcl|NC_015776.1_mrna_XM_012316619.2_18612	LOC100651502
lcl|NC_015776.1_mrna_XM_020866774.1_18613	LOC100651617
lcl|NC_015776.1_mrna_XM_012316620.2_18614	LOC100650342
lcl|NC_015776.1_mrna_XM_012316621.2_18615	LOC100650342
lcl|NC_015776.1_mrna_XM_003400922.3_18616	LOC100650342
lcl|NC_015776.1_mrna_XM_003400923.3_18617	LOC100650459
lcl|NC_015776.1_mrna_XM_020866934.1_18618	LOC110119935
lcl|NC_015776.1_mrna_XM_003400924.2_18619	LOC100650663
lcl|NC_015776.1_ncrna_XR_132274.3_18620	LOC100645467
lcl|NC_015776.1_ncrna_XR_002308445.1_18621	LOC100645467
lcl|NC_015776.1_ncrna_XR_002308447.1_18622	LOC110119927
lcl|NC_015776.1_mrna_XM_003400946.3_18623	LOC100643218
